Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Optionable,Shares Outstanding (mil),Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.,Beta,Current Assets  ($mil),Intangibles ($mil),Inventory ($mil),Receivables ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,S&P 500 - ETF,Avg Volume,52 Week High,52 Week Low,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),12 Mo Trailing EPS,Last Qtr EPS,Last EPS Report Date (yyyymmdd),Next EPS Report Date  (yyyymmdd),Last Reported Qtr (yyyymm),Actual EPS used in Surprise ($/sh),Avg EPS Surprise (Last 4 Qtrs),Previous EPS Surprise (%),Last EPS Surprise (%),Average Target Price,% Rating Downgrades ,% Rating Upgrades ,% Rating Hold,# Rating Downgrades ,# Rating Upgrades,Change in Avg Rec ,Rank in Industry (of ABR),Industry Rank (of ABR),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,# Rating Strong Sell or Sell,# Rating Hold,% Rating Strong Buy or Buy,# Rating Strong Buy or Buy,# of Brokers in Rating,Current Avg Broker Rec,P/E (F1),% Change F1 Est. (4 weeks),Div. Yield %,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,# of Analysts in Q2 Consensus,F0 Consensus Est.,St. Dev. Q2 / Q2 Consensus,# of Analysts in F0 Consensus,# of Analysts in F1 Consensus,St. Dev. F1 / F1 Consensus,# of Analysts in F2 Consensus,5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,% Change EPS (F(-1)/F(-2)),Last Yr`s Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),P/E (Trailing 12 Months),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales ($mil),Cost of Goods Sold ($mil),EBITDA ($mil),EBIT ($mil),Pretax Income ($mil),Net Income  ($mil),Cash Flow ($mil),Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin %,Operating Margin 12 Mo %,Turnover,Inventory Turnover,Asset Utilization
Robinhood Markets,HOOD,37118.52,NSDQ,12,Finance,Financial - Investment Bank,YES,885.46,41.92,1.09,202412,1.49,1.68,2.14,25103,217,0,9597,18104,0,0,7972,9.01,0,0,1.39,1.39,0.85649,NO,50785936,65.28,16.23,-3.99,-14.06,6.29,12.51,1.1,0.54,20250212,20250514,202412,0.54,80.75,-5.56,28.57,65.63,0,0,28.57,0,0,-0.03,6,138,9.52,0,0,6,71.43,15,21,1.64,28.13,-1.1,0,52.38,21.97,0,2.78,2.86,-10.91,-1.21,0.42,6,0.37,5,0.36,0.06,5,0.99,0.15,6,6,0.17745,5,,14.54,360.81,278.69,36.72,68.52,205.56,58.23,16.55,3681.65087,900.41497,38.11,24.99,1.93,34.85,4.65,12.58,13.53,13.53,-32.362,2.52,-5.9244,6186.42041,2951,164,1141,1064,1064,1411,1064,360.81329,360.81,171.23474,0,,0,47.81,33.45,0.41997,,0.07524
Hewlett Packard,HPE,20741.4,NYSE,10,Computer and Technology,Computer - Integrated Systems,YES,1313.58,15.79,1.99,202410,1.94,2.16,1.2,33457,18596,7810,7420,25973,13504,0,24880,19.25,34.42399,0.52495,1.33,0.99,0.70176,YES,26770584,24.42,14.77,-2.71,-20.41,-26.46,-26.04,1.99,0.49,20250306,20250603,202501,0.38999,5.67,5.45,-2,19.86,0,0,53.33,0,0,0,9,72,-6.78,0,0,8,46.67,7,15,2.1,8.15,-7.56,3.29,10.57,-22.87,0,-13.76,-10.15,-28.73,-5.05,0.5,5,0.41,4,0.47,0.18,4,1.95,0.1,7,6,0.08021,6,-2.36,4.14,47.51,-7.44,-2.6,83.16,97.02,3.4,2.35,32639.77539,7478.5288,7.93,7.31,1.97,4.2,0.82,0.66,9.32,6.43,6.85139,3.34,3.54019,3456.89941,30127,20249,5634,3070,2953,2579,5219,27.35802,47.51,27.35802,3.38,1.5526,0.52,9.03,8.65,4.20709,2.74079,0.47646
HP,HPQ,26301.41,NYSE,10,Computer and Technology,Computer - Micro Computers,YES,942.7,27.9,3.38,202410,3.55,3.79,1.09,20760,8627,7720,5117,28687,8263,0,-1323,-1.14,,-7.71736,0.72,0.45,0.27618,YES,9267854,39.3,27.62,-2.14,-15.79,-14.07,-14.5,3.32,0.74,20250227,20250604,202501,0.74,-1.16,-1.06,-1.33,36.75,0,0,66.67,0,0,0,4,137,0,6.67,1,10,26.67,4,15,2.6,7.87,-0.73,4.15,2.4,-9.29,0,-6.47,0,-10.77,-0.16,0.75,3,0.8,4,0.94,0.01,2,3.39,0.01,5,5,0.01767,5,6.89,2.78,-20.71,3.05,4.91,107.43,96.95,-0.3,-2.67,55790.77734,13256.37988,8.4,7.36,2.84,6.45,,0.49,-275.14,44.03,85.83499,8.38,10.291,5260.28271,53559,41741,4648,3818,3279,2775,4169,-14.95557,-20.71,-15.73034,3.31,12.222,1.16,5.04,6,11.788,5.353,1.39639
HealthEquity,HQY,7521.69,NSDQ,1,Medical,Medical Services,YES,86.5,86.96,3.12,202501,3.65,4.41,0.62,477.74899,2852.80297,0,118.00599,156.32299,1056.30102,0,2114.91088,24.45,33.30899,0.49945,3.06,3.06,2.30128,NO,1454405,114.51,67.98,2.79,-18.73,-10.17,-9.37,3.13,0.69,20250318,20250602,202501,0.55,12.78,9.86,-2.82,112.73,0,0,6.67,0,0,-0.07,13,150,5.27,0,0,1,93.33,14,15,1.2,23.83,-1.77,0,40.79,-4.36,0,-8.01,-4.88,-17.23,-3.32,0.71,7,0.84,6,0.91,0.07,5,3.15,0.04,7,7,0.00866,7,12.39,20.32,73.58,38.67,16.99,121.98,105.21,20.03,12.49,1293.15295,319.94,27.78,19.7,1.17,20.4,3.56,6.27,9.82,6.59,3.89829,6.09,3.50309,1074.52746,1199.77,422.51501,341.186,176.66799,116.03399,96.703,441.78698,73.5766,73.58,231.86451,0,,0,8.06,23.11,10.92199,,0.35034
Healthcare Realty Trust Incorporated,HR,5879.74,NYSE,12,Finance,REIT and Equity Trust - Other,YES,350.82,16.76,1.56,202412,1.59,1.61,0.97,0,0,0,0,4885.28076,72.346,0,5301.09619,15.12,1.434,0.01364,0,0,0,NO,2579127,18.78,13.37,0.12,-0.3,1.76,-1.12,1.56,0.4,20250219,20250506,202412,0.4,1.96,2.63,2.56,17.61,0,0,72.73,0,0,0,106,195,0,18.18,2,8,9.09,1,11,3.18,10.56,-0.21,7.4,62.66,2.15,0.64,0.06,-0.27,,-0.81,0.39,4,0.39,4,0.4,0,4,1.55,0.01,5,4,0.00786,5,-2.33,,-135.21,-0.64,1.71,97.55,100.06,-5.62,18.35,1224.66003,304.17999,10.74,10.38,,20.1,1.11,4.64,-11.2,-11.06,-1.5629,-5.69,-0.57774,1469.93579,1268.32,473.444,525.25201,-421.47901,-663.904,-654.48499,292.246,-135.20545,-135.21,-115.06004,5.56,-1.0639,1.24,-51.6,-51.6,,,0.11033
H&R Block,HRB,7241.23,NYSE,6,Consumer Discretionary,Consumer Services - Miscellaneous,YES,133.85,54.1,4.41,202406,5.23,5.1,0.65,1239.47595,1049.328,0,69.07499,977.328,1491.09497,0,90.594,-6.37,94.272,-2.21506,0.73,1.27,1.19755,NO,2106710,66.6,46.26,3.24,1.41,1.9,2.38,3.93,-1.73,20250204,20250508,202412,-1.73001,1.7,3.31,-13.07,60.67,0,0,25,0,0,0,5,96,0,25,1,1,50,2,4,2.5,10.35,0,2.77,38.54,5.48,-4.8,0,0,0,0,-1.53,3,5.12,3,2.96,0.03,3,4.29,0.02,3,3,0.00773,3,22.72,12.5,-10.11,15.45,18.52,-296.14,103.71,3.98,3.65,3720.91699,2246.7229,13.77,10.6,0.83,9.95,,2,-179.15,44.72,50.31399,19.6,25.24699,2413.7434,3610.35,1991.56604,963.18597,841.40197,762.32202,595.31701,758.83099,7.51616,-10.11,4.93772,4,7.47049,1.5,14.71,15.83,17.94599,,1.23829
Herc Holdings,HRI,3953.25,NYSE,12,Transportation,Transportation - Equipment and Leasing,YES,28.45,138.93,12.88,202412,12.84,15.12,2.14,776,1242,0,589,562,4170,0,1396,49.15,74.91899,2.9871,1.38,1.38,0.33274,NO,578631,239.28,122.25,2.88,-4.21,-25.31,-26.62,12.89,3.58,20250213,20250422,202412,3.57999,-8.41,-2.9,-14.35,214,0,0,37.5,0,0,-0.16,7,129,7.03,12.5,1,3,50,4,8,2.13,10.82,0,2.02,14.25,-23.86,0,0,0,,0,4.18,2,2.46,2,2.98,0.16,1,13.48,,2,2,0.01101,2,42.29,8.63,-39.19,4.72,-0.31,68.72,104.24,8.71,18.46,3588.29003,822.65997,10.78,9.19,1.25,3.35,2.83,1.11,26.48,6.73,6.7616,4.76,4.7342,1976.62646,3568,1539,1362,551,291,211,1178,-39.19309,-39.19,-1.63935,1.16,8.34469,2.8,5.91,10.34,6.0939,,0.4629
Hormel Foods,HRL,16695.36,NYSE,10,Consumer Staples,Food - Meat Products,YES,549.91,30.36,1.58,202410,1.64,1.79,0.21,3246.47607,6656.19189,1576.30004,868.28802,1399.29895,2850.94409,0,8004.01123,14.62,26.176,0.35457,2.45,1.19,0.57306,YES,3364487,36.77,28.29,2.29,6.98,-3.68,-3.22,1.52,0.35,20250227,20250529,202501,0.34999,0.9,-2.33,-5.41,31.43,0,0,55.56,0,0,0,5,240,0,22.22,2,5,22.22,2,9,2.89,18.47,-0.48,3.82,24.41,-0.15,0,-6.58,0.82,-4.22,-1.92,0.37,4,0.35,4,0.41,0.03,3,1.58,0.05,5,5,0.06,4,-1.5,6.14,-4.78,-1.86,4.05,101.43,93.42,-1.56,5.57,12038.61621,2899.833,19.97,16.94,3.01,14.82,2.08,1.4,10.43,7.68,10.128,6.14,7.9383,3339.07177,11920.8,9898.65917,1374.08398,1116.328,1035.43395,805.03802,1123.406,1.44473,-4.78,1.44485,2.53,4.9811,1.16,6.35,6.96,15.147,6.1869,0.88099
HSBC,HSBC,205717.81,NYSE,12,Finance,Banks - Foreign,YES,3560.98,57.77,6.5,202412,6.63,7.1,0.51,1983531,12384,0,1032697,2246610,131743,0,192273,53.68,40.659,0.68518,0.88,0.88,0.42323,NO,3932481,61.58,38.99,0.28,-0.72,18.67,16.8,6.5,1.45,20250219,20250429,202412,1.45,,,2.84,68,0,0,38.46,0,0,0,26,197,7.69,0,0,5,61.54,8,13,1.85,8.72,-0.45,12.43,83.13,21.85,0,,,0,-0.19,1.41,2,1.6,1,1.7,,1,6.67,,3,3,0.08451,3,39.51,8.03,2.16,2.85,1.95,110.34,94.12,8.1,29.56,63807.91015,,8.89,8.13,1.09,7.35,1.08,1.45,12.2,7.68,5.0925,0.79,0.50935,68572.60156,141752,0,36389,32309,32309,23979,28134,1.89521,2.16,-17.04834,4.1,16.37599,7.18,16.17,36.18,0.13456,,0.04689
Henry Schein,HSIC,8521.03,NSDQ,12,Medical,Medical - Dental Supplies,YES,124.18,68.62,4.74,202412,4.87,5.32,0.9,3983,4910,1810,1482,2803,1830,0,4031,32.33,39.53799,0.45398,1.42,0.78,0.24652,YES,2231719,81.91,63.92,-2.6,-4.85,0.1,-0.84,4.74,1.19,20250225,20250506,202412,1.19,4.28,5.17,0,79.38,0,0,50,0,0,0,10,112,0,7.14,1,7,42.86,6,14,2.24,14.09,-1.32,0,26.13,3.61,0,-3.98,-4.35,0,-1.43,1.19,5,1.11,10,1.2,0.03,9,4.74,0.03,5,10,0.006,10,8.94,6.78,-6.25,5.33,2.76,93.36,101,2.71,5.73,13025.32421,3228.11108,14.48,12.91,2.08,9.36,2.12,0.67,14.62,8.81,10.423,5.87,6.8063,852.10266,12673,8657,953,644,513,390,914,-6.25,-6.25,-29.43821,0,,0,3.08,4.77,7.98929,5.0135,1.22979
Hang Seng Bank,HSNGY,25561.19,OTC,12,Finance,Banks - Foreign,NO,1882.27,13.58,1.2,202412,1.1,1.14,0.26,128085.8984,572.41302,0,105013.2031,172251.0938,4156.62792,0,21738.10937,11.55,16.052,0.19121,0.74,0.74,0.13394,NO,6322,14.67,10.89,-0.88,-2.76,11.63,11.31,,,20250219,,,,,,,11.8,0,0,33.33,0,0,0,73,197,0,66.67,2,1,0,0,3,3.67,12.4,1.86,11.53,71.16,16.52,,,,0,4.09,,,,,,,,1.1,,2,2,0.00645,2,,2.17,,4.35,-8.75,,,3.78,,5198.50976,,,11.86,5.72,9.27,1.18,,,,,,,12780.59277,8634.63,0,3097.31201,2693.99511,2693.99511,2356.18798,2758.65893,3.3783,,,3.96,-2.833,1.57,,,,,
Host Hotels & Resorts,HST,9976.26,NSDQ,12,Finance,REIT and Equity Trust - Other,YES,699.11,14.27,1.97,202412,1.87,1.93,1.3,669,0,0,36,351,5083,0,6612,9.46,44.25,0.76875,1.91,1.91,1.80341,YES,10194049,20.72,14.27,-4.61,-10.81,-17.03,-18.55,1.97,0.44,20250219,20250430,202412,0.43999,5.72,0,10,19.31,0,0,27.78,0,0,-0.07,65,195,-2.17,5.56,1,5,66.67,12,18,1.83,7.62,-0.85,5.61,0,-14.32,-0.31,0,-1.9,,-1.14,0.4,10,0.56,8,0.52,0.06,7,1.92,0.03,9,10,0.04946,9,36.53,,-5.81,2.6,-4.97,126.14,92.5,7.02,25.35,5894.64697,1540.44799,7.24,7.4,,6.79,1.51,1.76,10.37,5.98,2.6565,5.47,2.40949,997.62567,5684,4034,1708,936,721,697,1469,-5.81082,-5.81,-4.50332,2.37,20.56999,0.8,12.26,12.26,53.87699,,0.4458
Hershey,HSY,34381.53,NYSE,12,Consumer Staples,Food - Confectionery,YES,202.41,169.86,9.37,202412,6.1,6.5,0.32,3759.45703,4579.61914,1254.09399,800.40197,3929.49511,3190.20996,0,4714.6538,23.3,40.358,0.67665,0.96,0.64,0.43388,YES,1789968,209.51,144.74,3.28,-1.44,0.63,0.3,9.37,2.69,20250206,20250502,202412,2.69,1.71,-6.4,13.03,158.64,0,0,70.83,0,0,-0.01,2,244,0.28,20.83,5,17,8.33,2,24,3.21,27.83,-3.36,3.23,38.78,4.08,0,-0.95,0.61,0,-0.6,2.38,9,1.96,10,1.17,0.06,7,9.06,0.07,11,12,0.00997,11,12.06,4.61,19.31,-2.29,-34.85,72.8,63.79,0.33,9.14,11418.90527,2827.07299,18.13,26.14,6.04,14.55,7.29,3.07,44.77,24.85,24.50799,15.14,15.75599,2865.12768,11202.26,5901.375,3094.84594,2639.59106,2473.93603,2221.23901,2362.27294,19.30682,19.31,-7.09001,2.17,14.711,5.48,19.83,17.02,11.21599,4.58059,0.88953
HITACHI CONSTR,HTCMY,5588.58,OTC,3,Industrial Products,Manufacturing - Construction and Mining,NO,106.35,52.548,6.08,202403,5.29,5.73,0.58,7435.09521,656.64501,3811.00097,2126.39404,5021.46093,1237.03198,0,5619.45019,51.43,20.84499,0.26334,1.63,0.72,0.29825,NO,486,61.46,40.85,-2.47,2.23,19.73,19.73,5.45,1.48,20240726,20250328,202406,1.48,,,,,0,0,100,0,0,0,5,242,0,0,0,3,0,0,3,3,9.93,11.13,2.35,56.76,35.11,,,,,6.7,,,,,,,,6.59,,1,1,,1,,,,24.34,-12.99,,,2.84,,9173.51953,,9.64,9.17,,4.83,1.02,0.59,10.67,8.67,6.7809,4.73,3.95399,5588.58496,9738.86,6698.22998,1696.08898,1226.05395,1107.28405,643.729,1116.28295,23.9621,,,2.1,35.98199,1.24,6.1,6.1,4.98729,,0.77429
Hercules Capital,HTGC,3334.97,NYSE,12,Finance,Financial - SBIC & Commercial Industry,YES,173.15,19.26,2,202412,1.96,2.04,1.38,148.99899,0,0,32.57799,54.861,1768.95495,0,1989.58105,12.25,47.06499,0.8891,2.72,2.72,2.1221,NO,1644110,22,17.71,0.68,-6.28,-5.5,-4.13,2.01,0.49,20250213,20250501,202412,0.49,1.04,0,0,21.28,0,0,33.33,0,0,0,5,233,0,0,0,3,66.67,6,9,1.78,9.85,0,8.31,36.13,0.74,0.51,-1.09,0,,0.49,0.49,4,0.46,4,0.47,0.01,4,2.01,0.01,5,5,0.03184,5,11.48,,-22.08,-3.85,-2.2,92.86,91,7.15,15.69,520.16198,121.83,9.58,9.43,,9.39,1.57,6.76,17.19,8.93,7.2651,8.77,7.11969,666.99304,493.59,0,410.40499,402.983,325.832,262.966,333.25399,-22.08046,-22.08,14.96074,9.36,6.61049,1.6,53.28,66.01,15.076,,0.13289
Hitachi,HTHIY,109744.98,OTC,3,Conglomerates,Diversified Operations,NO,4580.34,23.96,0.88,202403,0.9,1.25,0.76,40396.71875,24497.94921,10423.45996,0,33137.9414,6587.49218,0,40431.26171,8.67,11.201,0.12614,1.08,0.9,0.90449,NO,301346,28.99,16.94,-3.93,-6.55,-3.13,-3.11,3.27,0.99,20250131,20250425,202412,0.99,366.14,317.07,350,30.65,0,0,0,0,0,0,1,39,0,0,0,0,100,3,3,1,26.62,1.31,0.84,58.26,3.06,0,-6.45,,0,6.41,0.22,1,0.29,2,,0.1,,0.78,,1,3,0.03333,3,78.76,18.07,-34.22,-15.09,2.51,29.29,138.1,-18.1,-4.96,64136.67187,18323.25976,7.33,19.25,1.47,15.61,2.76,1.74,9.65,8.35,8.0465,4.41,4.09899,36581.66015,67390.81,49311.73828,9372.01367,6256.49218,5698.02685,4070.28198,7201.73095,-15.26457,-34.22,-13.41136,1.51,9.85359,0.2,6.03,6.03,12.512,,0.73106
H World Group Limited Sponsored ADR,HTHT,11521.29,NSDQ,12,Consumer Discretionary,Hotels and Motels,YES,313.33,36.77,1.6,202412,2.09,2.47,0.7,1810,1393,8,112,1825,1013,0,1681,5.36,37.602,0.60261,0.99,0.99,0.92602,NO,2090946,42.04,27.56,-2.49,1.1,12.86,11.32,1.5,0.14,20250320,20250516,202412,0.10999,-20.17,-11.59,-48.15,44.3,0,0,12.5,0,0,0.03,4,165,-7.39,0,0,1,87.5,7,8,1.31,17.59,2.7,1.66,63.6,19.1,0,0,0,-5.98,-4.81,0.27,1,0.42,1,0.61,,1,1.78,,2,2,0.03383,2,,14.31,-25.26,-9.6,30.62,300,144.83,6.23,21.32,3472.43994,756.60998,24.51,14.86,1.23,17.78,6.85,3.47,26.48,17.18,2.68799,5.28,0.80403,5760.64599,3274,2094,886,703,659,418,692,-27.30435,-25.26,17.48878,0.81,23.04599,0.61,12.83,14.37,28.683,253.81799,0.38477
Hubbell,HUBB,17818.31,NYSE,12,Industrial Products,Manufacturing - Electrical Utilities ,YES,53.67,332.01,16.57,202412,17.65,18.96,0.94,2089.30004,3580.80004,841.79998,756,1274.19995,1442.69995,0,3282.69995,61.06,30.531,0.43948,1.64,0.98,0.38573,YES,726946,472.12,331.8,-2.11,-10.09,-20.95,-20.74,16.56,4.1,20250204,20250429,202412,4.09999,1.86,0.45,1.99,459.22,0,0,63.64,0,0,0,2,99,0,0,0,7,36.36,4,11,2.27,18.81,0.14,1.59,0.15,-15.66,0.78,0.74,0,0,0.02,4.02,5,3.77,5,4.7,0.02,5,16.48,0.01,6,6,0.00334,6,21.3,16.45,2.37,8.09,6.54,92.04,104.82,4.76,6.8,5870.39111,1384.88098,20.05,17.51,1.14,16.1,5.44,3.17,28.62,18.48,15.10999,13.1,10.675,2969.71875,5628.5,3724.3999,1291.19995,1079.09997,1005.29998,777.79998,1108.90002,2.36904,2.37,5.63439,1.95,7.6008,5.28,13.82,15.92,6.60309,4.3937,0.82323
HubSpot,HUBS,30358.78,NYSE,12,Computer and Technology,Internet - Software,YES,52.15,582.11,8.12,202412,9.16,10.97,1.8,2633.60302,247.07099,0,334.82901,1573.39904,0,0,1908.28601,36.97,0,0,1.67,1.67,1.46102,NO,668766,819.71,450.09,-2.69,-18.38,-16.54,-16.46,8.12,2.32,20250212,20250514,202412,0.2,13.26,15.34,5.94,867.5,0,0,16.13,0,0,0.11,35,116,-2.91,0,0,5,83.87,26,31,1.42,63.54,0.02,0,35.72,-12.02,-0.42,0,0,0,0.01,2.19,12,1.78,12,2.08,0.07,10,8,0.05,13,13,0.00501,13,,17.84,102.6,37.86,12.83,76.83,106.1,21.07,32.64,2991.94189,698.14001,71.69,53.04,3.56,505.22,15.75,11.55,-0.07,-0.07,-4.4424,-0.04,-2.62871,2335.29077,2627.54,393.26501,79.56199,32.39799,28.677,4.62799,481.28201,102.8132,102.6,92.17008,0,,0,0.17,16.52,9.13539,,0.75602
Humana,HUM,31932.95,NYSE,12,Medical,Medical - HMOs,YES,120.69,264.58,16.21,202412,16.36,13.15,0.57,29815,9631,0,2704,16939,11144,0,16445,136.57,40.393,0.67765,1.76,1.76,1.6005,YES,1417057,404.52,233.89,-0.84,1.2,4.72,4.28,16.19,-2.16,20250211,20250423,202412,-2.16001,15.35,19.54,3.57,286.2,0,0,73.91,0,0,0,8,83,0,0,0,17,26.09,6,23,2.52,16.17,-0.19,1.34,17.99,10.1,1.32,0,0,0,1.3,-2.24,11,9.95,11,5.65,0.06,10,16.13,0.18,12,13,0.01329,12,1.98,8.05,-51.51,-37.87,0.92,-460.74,137.65,10.7,11.86,126548.7969,27931.50781,16.34,20.13,2.01,11.08,1.94,0.27,11.7,6.87,11.961,3.99,6.5334,2456.3811,117761,100664,3349,2381,1721,1207,2874.14501,-51.50663,-51.51,-54.92538,0.75,9.36499,3.54,1.02,1.67,36.61999,,2.3951
Hannover Ruck,HVRRY,36148.4,OTC,12,Finance,Insurance - Brokerage,NO,723.58,49.9575,3.48,202412,3.85,4.05,0.72,3896.82104,84.41899,0,2755.21093,48636.71875,5276.75292,0,11926.41015,18.26,27.93899,0.38771,0.1,,,NO,4786,50.06,38.72,1.77,13.37,18.37,20.25,3.49,0.74,20250313,20250513,202412,0.74,,31.17,-5.13,,0,0,10,0,0,-0.25,1,214,11.11,20,2,1,70,7,10,2,12.98,-6.44,1.53,99.05,24.49,0,,,,-4.03,0.78,2,,,,,,3.76,,2,2,0.01469,2,17.06,,38.3,27.47,10.63,,,7.86,1.19,,,9.68,12.35,,18.3,2.74,1.27,19.75,14.02,9.1519,3.37,1.8779,18074.19921,28547.97,22514.10937,2133.42993,2133.42993,2006.58398,2520.14501,2520.14501,27.6035,38.3,27.65711,2.1,6.19019,0.77,8.83,8.83,9.36789,,0.38111
Hancock Whitney,HWC,4466.6,NSDQ,12,Finance,Banks - Southeast,YES,86.13,51.86,5.32,202412,5.39,5.76,1.24,24659.94921,890.677,21.52499,23123.80078,30152.01953,210.544,0,4127.63623,47.96,4.8533,0.051,0.82,0.82,0.05023,NO,797491,61.04,42.01,-0.23,-7.76,-4,-5.23,5.32,1.4,20250121,20250415,202412,1.39999,7.37,1.53,9.38,70.03,0,0,12.5,0,0,0,10,169,0,0,0,1,87.5,7,8,1.38,9.63,-0.03,3.47,51.76,1.1,0,0,0,,0.23,1.28,5,1.28,5,1.3,0.03,4,5.19,0.02,6,6,0.01028,6,18.47,,17.37,2.7,1.22,91.14,99.69,7.76,9.98,1502.77001,364.673,9.75,9.01,,8.58,1.08,2.17,11.56,10.94,9.59659,1.32,1.03159,744.43304,2057.12,574.44097,666.02001,610.60198,573.97302,460.815,520.03302,17.37459,17.37,-19.85278,3,7.73939,1.8,22.4,32.13,0.08755,25.538,0.05836
Howden Joinery,HWDJY,7223.01,OTC,12,Consumer Discretionary,Household Appliances,NO,137.42,52.56,2.32,202412,2.45,2.65,0.69,1309.33605,74.246,499.276,370.97399,619.01501,756.13299,0,1442.36596,10.49,34.393,0.52423,2.12,1.31,0.70933,NO,1,52.56,41.5,0,0,0,0,,,20250227,20250522,,,,,,,0,0,71.43,0,0,0,3,226,-13.33,0,0,5,28.57,2,7,2.43,21.48,-0.14,0.75,100,3.31,,,,,-1.37,,,,,,,,2.34,,3,3,0.04483,3,,,,0.87,5.46,,,3.26,,3094.14697,,,19.86,,14.01,5.01,,,,,,,2407.66845,2967.47,1138.609,616.203,419.27899,419.27899,318.58099,515.51098,0.59489,,,1.77,32.756,0.39,,,,2.2395,
Howmet Aerospace,HWM,52527.43,NYSE,12,Aerospace,Aerospace - Defense,YES,405.02,129.69,2.69,202412,3.26,3.92,1.54,3362,4485,1840,709,1549,3309,55,4499,11.07,42.083,0.73549,2.17,0.98,0.52485,YES,3230250,139.39,62.93,-1.5,-2.8,17.06,18.58,2.69,0.74,20250213,20250501,202412,0.74,8.32,9.23,2.78,138.95,0,0,9.52,0,0,0,4,104,0,4.76,1,2,85.71,18,21,1.43,39.8,0.88,0.31,87.31,25.09,-0.36,0,0,-22.66,-1.76,0.72,7,0.77,6,0.8,0.01,5,2.66,0.01,7,7,0.00959,7,13.93,17.1,50.98,46.2,21.14,103.89,134.87,11.9,-4.13,8064.47412,1931.08203,48.21,33.07,2.33,38.07,11.71,7.07,25.74,14.52,8.37919,10.5,5.9738,7503.91894,7430,5119,1842,1565,1383,1155,1384,50.98039,50.98,68.28125,0.23,42.672,0.4,15.55,14.9,9.7283,2.77719,0.70482
Hexcel,HXL,4526.7,NYSE,12,Aerospace,Aerospace - Defense Equipment,YES,80.39,56.31,2.03,202412,2.16,2.72,1.3,781.5,237,356.20001,212,353.5,700.59997,0,1527.90002,18.86,31.43799,0.45853,2.21,1.2,0.60339,NO,1143120,73.28,55.46,-0.9,-9.72,-8.88,-10.19,2.03,0.52,20250122,20250428,202412,0.51999,3.31,2.17,1.96,71.43,0,0,64.71,0,0,0,28,93,-0.73,11.76,2,11,23.53,4,17,2.69,26.09,-0.17,1.21,4.77,-4.27,0.75,-0.57,-1.19,0,-1.86,0.51,8,0.44,8,0.56,0.06,6,2.02,0.12,9,8,0.03195,7,13.57,17.37,24.98,12.15,6.3,84.46,99.81,6.37,2.67,2004.99304,485.98999,27.74,20.73,1.5,15.57,2.99,2.38,10.66,7.22,4.34369,6,3.5687,565.83807,1903,1433.19995,310.5,186.1,154.89999,132.1,292.89999,24.97635,24.98,-32.81542,0.51,3.24679,0.68,6.94,8.85,7.4285,3.98799,0.67742
,HYG,15547.24,NYSE,12,Finance,Financial - Investment Funds,YES,197.3,78.8,,202412,,,0.46,,,,,,,,,,,,,,,NO,48023000,80.36,75.68,-0.68,-1.39,-0.05,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88,66.67,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,3.9042,4.64,,,,,
